id,text,route_airports,q_line,fir,q_code,traffic,purpose,scope,lower_limit,upper_limit,coords_radius,a_field,b_field,c_field,d_field,e_field,category,severity
KBNA-04-028,"04/028 NOTAMN 
Q) KZME/QIIAS/IV/B/A/000/999/3607N08640W025 
A) KBNA 
B) 2604021214 
C) 2711222111EST 

E) ILS RWY 02R IM U/S",KBNA,KZME/QIIAS/IV/B/A/000/999/3607N08640W025,KZME,QIIAS,IV,B,A,0.0,999.0,3607N08640W025,KBNA,2604021214,2711222111EST,,ILS RWY 02R IM U/S,navaid,critical
KBNA-6-8610,"Q) KZME/QPDCH/I/NBO/A/000/999/3607N08640W005
A) KBNA
B) 2604061728
C) 2804061728EST
E) BNA NASHVILLE INTL, NASHVILLE, TN.
TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES AMDT 8...
TKOF MNM: RWY 02L: STANDARD WITH MINIMUM CLIMB OF 201 FT/NM TO 2600.
ALL OTHER DATA REMAINS AS PUBLISHED.",KBNA,KZME/QPDCH/I/NBO/A/000/999/3607N08640W005,KZME,QPDCH,I,NBO,A,0.0,999.0,3607N08640W005,KBNA,2604061728,2804061728EST,,"BNA NASHVILLE INTL, NASHVILLE, TN.
TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES AMDT 8...
TKOF MNM: RWY 02L: STANDARD WITH MINIMUM CLIMB OF 201 FT/NM TO 2600.
ALL OTHER DATA REMAINS AS PUBLISHED.",navaid,advisory
KBNA-6-5440,"Q) KZME/QPIXX/I/NBO/A/000/999/3607N08640W005
A) KBNA
B) 2604231635
C) 2612031635EST
E) BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 20L, AMDT 7...
S-ILS 20L DA 857/HAT 306 ALL CATS, VIS ALL CATS RVR 5000. INOP TABLE DOES NOT APPLY TO S-ILS 20L. DISREGARD RVR 1800 AUTHORIZATION NOTE. TEMPORARY CRANE 682 MSL 1169FT NW OF RWY 20L (2025-ASO-1187-NRA).",KBNA,KZME/QPIXX/I/NBO/A/000/999/3607N08640W005,KZME,QPIXX,I,NBO,A,0.0,999.0,3607N08640W005,KBNA,2604231635,2612031635EST,,"BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 20L, AMDT 7...
S-ILS 20L DA 857/HAT 306 ALL CATS, VIS ALL CATS RVR 5000. INOP TABLE DOES NOT APPLY TO S-ILS 20L. DISREGARD RVR 1800 AUTHORIZATION NOTE. TEMPORARY CRANE 682 MSL 1169FT NW OF RWY 20L (2025-ASO-1187-NRA).",navaid,advisory
KBNA-04-479,"04/479 NOTAMN 
 Q) KZME/QOLAS/IV/M/AE/000/008/3607N08640W005 
 A) KBNA 
 B) 2604241103 
 C) 2607240400 
 E) TOWER LGT (ASR 1038120) 360630.20N0863815.00W (2.2NM ESE BNA) 769.7FT (134.8FT AGL) U/S",KBNA,KZME/QOLAS/IV/M/AE/000/008/3607N08640W005,KZME,QOLAS,IV,M,AE,0.0,8.0,3607N08640W005,KBNA,2604241103,2607240400,,TOWER LGT (ASR 1038120) 360630.20N0863815.00W (2.2NM ESE BNA) 769.7FT (134.8FT AGL) U/S,lighting,advisory
KBNA-6-6337,"Q) KZME/QPIXX/I/NBO/A/000/999/3607N08640W005
A) KBNA
B) 2604281204
C) 2612081204EST
E) BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 2L , AMDT 12...
S-LOC 2L MDA 1060/HAT 461 ALL CATS, VIS CATS C/D RVR 5000. VDP AT I-BNA 2.7 DME; DISTANCE VDP TO THLD 1.3NM. FOR INOP ALS, INCREASE S-LOC CAT C/D VISIBLITY TO 1 3/8 SM. TEMPORARY CRANES UP TO 754 MSL BEGINNING 2079FT SW OF RWY 2L (2023-ASO-7074 THRU 7080-NRA).",KBNA,KZME/QPIXX/I/NBO/A/000/999/3607N08640W005,KZME,QPIXX,I,NBO,A,0.0,999.0,3607N08640W005,KBNA,2604281204,2612081204EST,,"BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 2L , AMDT 12...
S-LOC 2L MDA 1060/HAT 461 ALL CATS, VIS CATS C/D RVR 5000. VDP AT I-BNA 2.7 DME; DISTANCE VDP TO THLD 1.3NM. FOR INOP ALS, INCREASE S-LOC CAT C/D VISIBLITY TO 1 3/8 SM. TEMPORARY CRANES UP TO 754 MSL BEGINNING 2079FT SW OF RWY 2L (2023-ASO-7074 THRU 7080-NRA).",navaid,advisory
KBNA-6-6340,"Q) KZME/QPIXX/I/NBO/A/000/999/3607N08640W005
A) KBNA
B) 2604281205
C) 2612081205EST
E) BNA NASHVILLE INTL, NASHVILLE, TN.
RNAV (RNP) Z RWY 2C, AMDT 3...
RNP 0.15 DA 884/HAT 297 ALL CATS. TEMPORARY CRANES UP TO 754 MSL BEGINNING 3482FT NW OF RWY 2C (2023-ASO-7074 THRU 7080-NRA).",KBNA,KZME/QPIXX/I/NBO/A/000/999/3607N08640W005,KZME,QPIXX,I,NBO,A,0.0,999.0,3607N08640W005,KBNA,2604281205,2612081205EST,,"BNA NASHVILLE INTL, NASHVILLE, TN.
RNAV (RNP) Z RWY 2C, AMDT 3...
RNP 0.15 DA 884/HAT 297 ALL CATS. TEMPORARY CRANES UP TO 754 MSL BEGINNING 3482FT NW OF RWY 2C (2023-ASO-7074 THRU 7080-NRA).",navaid,advisory
KBNA-6-6341,"Q) KZME/QPIXX/I/NBO/A/000/999/3607N08640W005
A) KBNA
B) 2604281205
C) 2612081205EST
E) BNA NASHVILLE INTL, NASHVILLE, TN.
RNAV (RNP) Z RWY 2L, AMDT 3...
RNP 0.15 DA 996/HAT 397 ALL CATS, VIS ALL CATS RVR 5000. RNP 0.30 DA 1020/HAT 421 ALL CATS, VIS ALL CATS RVR 5000. INOPERATIVE TABLE DOES NOT APPLY TO RNP 0.15 ALL CATS. CHANGE NOTE TO READ: FOR INOP ALSF-2, INCREASE RNP 0.30 ALL CATS VISIBILITY TO 1 1/4 MILE. TEMPORARY CRANE 792FT MSL 2798FT WEST OF RWY 2L (2023-ASO-9980-NRA). TEMPORARY CRANES UP TO 754 MSL BEGINNING 2079FT SW OF RWY 2L (2023-ASO-7074 THRU 7080-NRA). TEMPORARY CRANES UP TO 675 MSL 2850FT SE OF RWY 2L (2024-ASO-2409 THRU 2412-NRA).",KBNA,KZME/QPIXX/I/NBO/A/000/999/3607N08640W005,KZME,QPIXX,I,NBO,A,0.0,999.0,3607N08640W005,KBNA,2604281205,2612081205EST,,"BNA NASHVILLE INTL, NASHVILLE, TN.
RNAV (RNP) Z RWY 2L, AMDT 3...
RNP 0.15 DA 996/HAT 397 ALL CATS, VIS ALL CATS RVR 5000. RNP 0.30 DA 1020/HAT 421 ALL CATS, VIS ALL CATS RVR 5000. INOPERATIVE TABLE DOES NOT APPLY TO RNP 0.15 ALL CATS. CHANGE NOTE TO READ: FOR INOP ALSF-2, INCREASE RNP 0.30 ALL CATS VISIBILITY TO 1 1/4 MILE. TEMPORARY CRANE 792FT MSL 2798FT WEST OF RWY 2L (2023-ASO-9980-NRA). TEMPORARY CRANES UP TO 754 MSL BEGINNING 2079FT SW OF RWY 2L (2023-ASO-7074 THRU 7080-NRA). TEMPORARY CRANES UP TO 675 MSL 2850FT SE OF RWY 2L (2024-ASO-2409 THRU 2412-NRA).",navaid,advisory
KBNA-6-6482,"Q) KZME/QPIXX/I/NBO/A/000/999/3607N08640W005
A) KBNA
B) 2512041738
C) 2607161738EST
E) BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 20L, AMDT 7...
MISSED APPROACH: CLIMB TO 1300 THEN CLIMBING LEFT TURN TO 3000 DIRECT SYI VOR/DME AND HOLD,
BNA VOR U/S.",KBNA,KZME/QPIXX/I/NBO/A/000/999/3607N08640W005,KZME,QPIXX,I,NBO,A,0.0,999.0,3607N08640W005,KBNA,2512041738,2607161738EST,,"BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 20L, AMDT 7...
MISSED APPROACH: CLIMB TO 1300 THEN CLIMBING LEFT TURN TO 3000 DIRECT SYI VOR/DME AND HOLD,
BNA VOR U/S.",navaid,critical
KBNA-6-6483,"Q) KZME/QPIXX/I/NBO/A/000/999/3607N08640W005
A) KBNA
B) 2601281743
C) 2609091743EST
E) BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 2R , AMDT 9...
ILS RWY 2R (SA CAT I), AMDT 9...
ILS RWY 2R (CAT II AND III), AMDT 9...
MISSED APPROACH: CLIMB TO 1300 THEN CLIMBING RIGHT TURN TO 3000 DIRECT SYI VOR/DME AND HOLD,
BNA VOR U/S.",KBNA,KZME/QPIXX/I/NBO/A/000/999/3607N08640W005,KZME,QPIXX,I,NBO,A,0.0,999.0,3607N08640W005,KBNA,2601281743,2609091743EST,,"BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 2R , AMDT 9...
ILS RWY 2R (SA CAT I), AMDT 9...
ILS RWY 2R (CAT II AND III), AMDT 9...
MISSED APPROACH: CLIMB TO 1300 THEN CLIMBING RIGHT TURN TO 3000 DIRECT SYI VOR/DME AND HOLD,
BNA VOR U/S.",navaid,critical
KBNA-6-6486,"Q) KZME/QPIAU/I/NBO/A/000/999/3607N08640W005
A) KBNA
B) 2604281725
C) 2702261725EST
E) BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 20R, AMDT 13...
PROCEDURE NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS,
BNA VOR U/S.",KBNA,KZME/QPIAU/I/NBO/A/000/999/3607N08640W005,KZME,QPIAU,I,NBO,A,0.0,999.0,3607N08640W005,KBNA,2604281725,2702261725EST,,"BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 20R, AMDT 13...
PROCEDURE NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS,
BNA VOR U/S.",navaid,critical
KBNA-6-6487,"Q) KZME/QPIXX/I/NBO/A/000/999/3607N08640W005
A) KBNA
B) 2604281726
C) 2702261726EST
E) BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 2L , AMDT 12...
ILS RWY 2L (SA CAT I), AMDT 12...
ILS RWY 2L (CAT II AND III), AMDT 12...
PROCEDURE NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS,
BNA VOR U/S.",KBNA,KZME/QPIXX/I/NBO/A/000/999/3607N08640W005,KZME,QPIXX,I,NBO,A,0.0,999.0,3607N08640W005,KBNA,2604281726,2702261726EST,,"BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 2L , AMDT 12...
ILS RWY 2L (SA CAT I), AMDT 12...
ILS RWY 2L (CAT II AND III), AMDT 12...
PROCEDURE NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS,
BNA VOR U/S.",navaid,critical
KBNA-6-6489,"Q) KZME/QPIAU/I/NBO/A/000/999/3607N08640W005
A) KBNA
B) 2604281727
C) 2702261727EST
E) BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 2C, AMDT 3...
PROCEDURE NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS,
BNA VOR U/S.",KBNA,KZME/QPIAU/I/NBO/A/000/999/3607N08640W005,KZME,QPIAU,I,NBO,A,0.0,999.0,3607N08640W005,KBNA,2604281727,2702261727EST,,"BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 2C, AMDT 3...
PROCEDURE NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS,
BNA VOR U/S.",navaid,critical
KBNA-6-6490,"Q) KZME/QPIAU/I/NBO/A/000/999/3607N08640W005
A) KBNA
B) 2604281728
C) 2702261727EST
E) BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 31, AMDT 11...
PROCEDURE NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS,
BNA VOR U/S.",KBNA,KZME/QPIAU/I/NBO/A/000/999/3607N08640W005,KZME,QPIAU,I,NBO,A,0.0,999.0,3607N08640W005,KBNA,2604281728,2702261727EST,,"BNA NASHVILLE INTL, NASHVILLE, TN.
ILS OR LOC RWY 31, AMDT 11...
PROCEDURE NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS,
BNA VOR U/S.",navaid,critical
KBNA-04-605,"04/605 NOTAMR 
Q) KZME/QICAS/IV/NBO/A/000/999/3607N08640W025 
A) KBNA 
B) 2604301145 
C) 2611062000EST 

E) ILS RWY 02L IM U/S",KBNA,KZME/QICAS/IV/NBO/A/000/999/3607N08640W025,KZME,QICAS,IV,NBO,A,0.0,999.0,3607N08640W025,KBNA,2604301145,2611062000EST,,ILS RWY 02L IM U/S,navaid,critical
KASE-6-1394,"Q) KZDV/QPIXX/I/NBO/A/000/999/3913N10652W005
A) KASE
B) 2602091402
C) 2802091402EST
E) ASE ASPEN-PITKIN COUNTY/SARDY FLD, ASPEN, CO.
RNAV (GPS) Z RWY 15, ORIG--A...
LNAV MDA 9340/1603 HAT ALL CATS.",KASE,KZDV/QPIXX/I/NBO/A/000/999/3913N10652W005,KZDV,QPIXX,I,NBO,A,0.0,999.0,3913N10652W005,KASE,2602091402,2802091402EST,,"ASE ASPEN-PITKIN COUNTY/SARDY FLD, ASPEN, CO.
RNAV (GPS) Z RWY 15, ORIG--A...
LNAV MDA 9340/1603 HAT ALL CATS.",navaid,advisory
KASE-04-059,"04/059 NOTAMN 
Q) KZDV/QLTXX/IV/BO/A/000/999/3913N10652W005 
A) KASE 
B) 2604031555 
C) 2607310600 

E) RWY 33 RTHL NOT STD",KASE,KZDV/QLTXX/IV/BO/A/000/999/3913N10652W005,KZDV,QLTXX,IV,BO,A,0.0,999.0,3913N10652W005,KASE,2604031555,2607310600,,RWY 33 RTHL NOT STD,runway,advisory
KASE-6-1380,"Q) KZDV/QPIXX/I/NBO/A/000/999/3913N10652W005
A) KASE
B) 2605190351
C) 2612290351EST
E) ASE ASPEN-PITKIN COUNTY/SARDY FLD, ASPEN, CO.
RNAV (GPS)-F, ORIG-B...
CIRCLING CAT B MDA 10280/HAA 2442, CAT C MDA 11020/HAA 3182.
DISREGARD NOTE: VISIBILITY REDUCTION BY HELICOPTERS NA
NOTE: RWY 33 HELICOPTER VISIBILITY REDUCTION BELOW 1 SM NOT AUTHORIZED.",KASE,KZDV/QPIXX/I/NBO/A/000/999/3913N10652W005,KZDV,QPIXX,I,NBO,A,0.0,999.0,3913N10652W005,KASE,2605190351,2612290351EST,,"ASE ASPEN-PITKIN COUNTY/SARDY FLD, ASPEN, CO.
RNAV (GPS)-F, ORIG-B...
CIRCLING CAT B MDA 10280/HAA 2442, CAT C MDA 11020/HAA 3182.
DISREGARD NOTE: VISIBILITY REDUCTION BY HELICOPTERS NA
NOTE: RWY 33 HELICOPTER VISIBILITY REDUCTION BELOW 1 SM NOT AUTHORIZED.",navaid,advisory
KASE-6-1381,"Q) KZDV/QPIXX/I/NBO/A/000/999/3913N10652W005
A) KASE
B) 2605190353
C) 2612290353EST
E) ASE ASPEN-PITKIN COUNTY/SARDY FLD, ASPEN, CO.
LOC/DME-E, AMDT 1C...
CIRCLING CAT B MDA 10280/HAA 2442, CAT C MDA 11020/HAA 3182.
NOTE: RWY 33 HELICOPTER VISIBILITY REDUCTION BELOW 1 SM NOT AUTHORIZED.",KASE,KZDV/QPIXX/I/NBO/A/000/999/3913N10652W005,KZDV,QPIXX,I,NBO,A,0.0,999.0,3913N10652W005,KASE,2605190353,2612290353EST,,"ASE ASPEN-PITKIN COUNTY/SARDY FLD, ASPEN, CO.
LOC/DME-E, AMDT 1C...
CIRCLING CAT B MDA 10280/HAA 2442, CAT C MDA 11020/HAA 3182.
NOTE: RWY 33 HELICOPTER VISIBILITY REDUCTION BELOW 1 SM NOT AUTHORIZED.",navaid,advisory
KASE-06-009,"06/009 NOTAMN 
Q) KZDV/QMMXX/V/M/A/000/999/3913N10652W005 
A) KASE 
B) 2606041257 
C) 2607310500 

E) RWY 15/33 SFC MARKINGS NOT STD",KASE,KZDV/QMMXX/V/M/A/000/999/3913N10652W005,KZDV,QMMXX,V,M,A,0.0,999.0,3913N10652W005,KASE,2606041257,2607310500,,RWY 15/33 SFC MARKINGS NOT STD,runway,advisory
KOSH-06-021,"06/021 NOTAMN 
 Q) KZAU/QOLAS/IV/M/E/000/012/4359N08833W005 
 A) KOSH 
 B) 2606120832 
 C) 2607270832 
 E) TOWER LGT (ASR 1292580) 435322.20N0884315.10W (9.1NM SW OSH) 1158.8FT (259.8FT AGL) U/S",KOSH,KZAU/QOLAS/IV/M/E/000/012/4359N08833W005,KZAU,QOLAS,IV,M,E,0.0,12.0,4359N08833W005,KOSH,2606120832,2607270832,,TOWER LGT (ASR 1292580) 435322.20N0884315.10W (9.1NM SW OSH) 1158.8FT (259.8FT AGL) U/S,lighting,advisory
KOSH-06-022,"06/022 NOTAMR 
Q) KZAU/QMXLC/IV/M/A/000/999/4359N08833W005 
A) KOSH 
B) 2606121430 
C) 2607311700 

E) TWY C BTN TWY C2 AND TWY C3 CLSDTWY C3RSTRCTN>0? TO|",KOSH,KZAU/QMXLC/IV/M/A/000/999/4359N08833W005,KZAU,QMXLC,IV,M,A,0.0,999.0,4359N08833W005,KOSH,2606121430,2607311700,,TWY C BTN TWY C2 AND TWY C3 CLSDTWY C3RSTRCTN>0? TO|,taxiway,advisory
KOSH-06-040,"06/040 NOTAMR 
Q) KZAU/QICAS/IV/NBO/A/000/999/4359N08833W025 
A) KOSH 
B) 2606292339 
C) 2712032000EST 

E) ILS RWY 36 OM U/S",KOSH,KZAU/QICAS/IV/NBO/A/000/999/4359N08833W025,KZAU,QICAS,IV,NBO,A,0.0,999.0,4359N08833W025,KOSH,2606292339,2712032000EST,,ILS RWY 36 OM U/S,navaid,critical
KOSH-06-039,"06/039 NOTAMN 
Q) KZAU/QMRLC/IV/NBO/A/000/999/4359N08833W005 
A) KOSH 
B) 2606301100 
C) 2608072100 

E) RWY 05/23 CLSD EXC TAX",KOSH,KZAU/QMRLC/IV/NBO/A/000/999/4359N08833W005,KZAU,QMRLC,IV,NBO,A,0.0,999.0,4359N08833W005,KOSH,2606301100,2608072100,,RWY 05/23 CLSD EXC TAX,runway,advisory
KOSH-6-1966,"Q) KZAU/QPIXX/I/NBO/A/000/999/4359N08833W005
A) KOSH
B) 2606301725
C) 2702091725EST
E) OSH WITTMAN RGNL, OSHKOSH, WI.
ILS OR LOC RWY 36, AMDT 7D...
S-LOC 36: DME REQUIRED EXCEPT FOR AIRCRAFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS, POBER (OS) LOM OUT OF SERVICE.",KOSH,KZAU/QPIXX/I/NBO/A/000/999/4359N08833W005,KZAU,QPIXX,I,NBO,A,0.0,999.0,4359N08833W005,KOSH,2606301725,2702091725EST,,"OSH WITTMAN RGNL, OSHKOSH, WI.
ILS OR LOC RWY 36, AMDT 7D...
S-LOC 36: DME REQUIRED EXCEPT FOR AIRCRAFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS, POBER (OS) LOM OUT OF SERVICE.",navaid,advisory
KOSH-6-2275,"Q) KZAU/QPIXX/I/NBO/A/000/999/4359N08833W005
A) KOSH
B) 2606302243
C) 2702092243EST
E) OSH WITTMAN RGNL, OSHKOSH, WI.
ILS OR LOC RWY 36, AMDT 7D...
LOC BC RWY 18, AMDT 7C...
VOR RWY 18, AMDT 8C...
VOR RWY 27, AMDT 5B...
VOR RWY 36, AMDT 17B...
VOR RWY 9, AMDT 10C...
ALTERNATE MNM NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS,
OSH VORTAC NOT MNT.",KOSH,KZAU/QPIXX/I/NBO/A/000/999/4359N08833W005,KZAU,QPIXX,I,NBO,A,0.0,999.0,4359N08833W005,KOSH,2606302243,2702092243EST,,"OSH WITTMAN RGNL, OSHKOSH, WI.
ILS OR LOC RWY 36, AMDT 7D...
LOC BC RWY 18, AMDT 7C...
VOR RWY 18, AMDT 8C...
VOR RWY 27, AMDT 5B...
VOR RWY 36, AMDT 17B...
VOR RWY 9, AMDT 10C...
ALTERNATE MNM NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS,
OSH VORTAC NOT MNT.",navaid,advisory
KOSH-07-004,"07/004 NOTAMN 
 Q) KZAU/QOLAS/IV/M/E/000/015/4359N08833W005 
 A) KOSH 
 B) 2607060659 
 C) 2610040659 
 E) TOWER LGT (ASR 1039441) 435624.90N0885605.30W (16.5NM W OSH) 1452.1FT (503.0FT AGL) U/S",KOSH,KZAU/QOLAS/IV/M/E/000/015/4359N08833W005,KZAU,QOLAS,IV,M,E,0.0,15.0,4359N08833W005,KOSH,2607060659,2610040659,,TOWER LGT (ASR 1039441) 435624.90N0885605.30W (16.5NM W OSH) 1452.1FT (503.0FT AGL) U/S,lighting,advisory
KOSH-07-002,"07/002 NOTAMN 
Q) KZAU/QMRLC/IV/NBO/A/000/999/4359N08833W005 
A) KOSH 
B) 2607061100 
C) 2608072200 

E) RWY 13/31 CLSD EXC TAX",KOSH,KZAU/QMRLC/IV/NBO/A/000/999/4359N08833W005,KZAU,QMRLC,IV,NBO,A,0.0,999.0,4359N08833W005,KOSH,2607061100,2608072200,,RWY 13/31 CLSD EXC TAX,runway,advisory
KOSH-07-005,"07/005 NOTAMN 
Q) KZAU/QMXLC/IV/M/A/000/999/4359N08833W005 
A) KOSH 
B) 2607061448 
C) 2608072200 

E) TWY C3 CLSD",KOSH,KZAU/QMXLC/IV/M/A/000/999/4359N08833W005,KZAU,QMXLC,IV,M,A,0.0,999.0,4359N08833W005,KOSH,2607061448,2608072200,,TWY C3 CLSD,taxiway,critical
KOSH-07-010,"07/010 NOTAMR 
Q)ZAU/QIXAS/IV/BO/A/000/999/4359N08833W005 
A) KOSH 
B) 2607070911 
C) 2607212000EST 
E) ILS RWY 36 POBER LOM U/S",KOSH,ZAU/QIXAS/IV/BO/A/000/999/4359N08833W005,ZAU,QIXAS,IV,BO,A,0.0,999.0,4359N08833W005,KOSH,2607070911,2607212000EST,,ILS RWY 36 POBER LOM U/S,runway,critical
KOSH-07-013,"07/013 NOTAMN 
Q) KZAU/QMMXX/V/M/A/000/999/4359N08833W005 
A) KOSH 
B) 2607071940 
C) 2607161700 

E) TWY A CL MARKINGS BTN TWY A1 AND TWY A6 NOT STD",KOSH,KZAU/QMMXX/V/M/A/000/999/4359N08833W005,KZAU,QMMXX,V,M,A,0.0,999.0,4359N08833W005,KOSH,2607071940,2607161700,,TWY A CL MARKINGS BTN TWY A1 AND TWY A6 NOT STD,taxiway,advisory
KOSH-07-014,"07/014 NOTAMN 
Q) KZAU/QMMXX/V/M/A/000/999/4359N08833W005 
A) KOSH 
B) 2607071941 
C) 2607161700 

E) TWY A6 HLDG PSN MARKINGS NOT STD",KOSH,KZAU/QMMXX/V/M/A/000/999/4359N08833W005,KZAU,QMMXX,V,M,A,0.0,999.0,4359N08833W005,KOSH,2607071941,2607161700,,TWY A6 HLDG PSN MARKINGS NOT STD,taxiway,advisory
KOSH-07-018,"07/018 NOTAMN 
Q) KZAU/QMMXX/V/M/A/000/999/4359N08833W005 
A) KOSH 
B) 2607081833 
C) 2607161700 

E) TWY D HLDG PSN MARKINGS FOR TWY A NOT STD",KOSH,KZAU/QMMXX/V/M/A/000/999/4359N08833W005,KZAU,QMMXX,V,M,A,0.0,999.0,4359N08833W005,KOSH,2607081833,2607161700,,TWY D HLDG PSN MARKINGS FOR TWY A NOT STD,taxiway,advisory
KOSH-07-027,"07/027 NOTAMN 
Q) KZAU/QMMXX/V/M/A/000/999/4359N08833W005 
A) KOSH 
B) 2607091334 
C) 2607161700 

E) TWY A SFC MARKINGS BTN TWY A1 AND TWY A6 NOT STD",KOSH,KZAU/QMMXX/V/M/A/000/999/4359N08833W005,KZAU,QMMXX,V,M,A,0.0,999.0,4359N08833W005,KOSH,2607091334,2607161700,,TWY A SFC MARKINGS BTN TWY A1 AND TWY A6 NOT STD,taxiway,advisory
KOSH-07-036,"07/036 NOTAMN 
Q) KZAU/QMMXX/V/M/A/000/999/4359N08833W005 
A) KOSH 
B) 2607101645 
C) 2607161700 

E) RWY 18/36 SFC MARKINGS NOT STD",KOSH,KZAU/QMMXX/V/M/A/000/999/4359N08833W005,KZAU,QMMXX,V,M,A,0.0,999.0,4359N08833W005,KOSH,2607101645,2607161700,,RWY 18/36 SFC MARKINGS NOT STD,runway,advisory
KOSH-07-044,"07/044 NOTAMN 
Q) KZAU/QMMXX/V/M/A/000/999/4359N08833W005 
A) KOSH 
B) 2607160900 
C) 2607161700 

E) RWY 18 SIGNS NOT STD",KOSH,KZAU/QMMXX/V/M/A/000/999/4359N08833W005,KZAU,QMMXX,V,M,A,0.0,999.0,4359N08833W005,KOSH,2607160900,2607161700,,RWY 18 SIGNS NOT STD,runway,advisory
KOSH-07-045,"07/045 NOTAMN 
Q) KZAU/QMMXX/V/M/A/000/999/4359N08833W005 
A) KOSH 
B) 2607160900 
C) 2607161700 

E) RWY 36 SIGNS NOT STD",KOSH,KZAU/QMMXX/V/M/A/000/999/4359N08833W005,KZAU,QMMXX,V,M,A,0.0,999.0,4359N08833W005,KOSH,2607160900,2607161700,,RWY 36 SIGNS NOT STD,runway,advisory
KOSH-07-046,"07/046 NOTAMN 
Q) KZAU/QMMXX/V/M/A/000/999/4359N08833W005 
A) KOSH 
B) 2607160900 
C) 2607161700 

E) TWY P, P1, P2, P3, P4, P5 SIGNS NOT STD",KOSH,KZAU/QMMXX/V/M/A/000/999/4359N08833W005,KZAU,QMMXX,V,M,A,0.0,999.0,4359N08833W005,KOSH,2607160900,2607161700,,"TWY P, P1, P2, P3, P4, P5 SIGNS NOT STD",taxiway,advisory
KOSH-07-047,"07/047 NOTAMN 
Q) KZAU/QMMXX/V/M/A/000/999/4359N08833W005 
A) KOSH 
B) 2607160900 
C) 2607161700 

E) TWY A, A1, A2, A3, A4, A5, A6, D SIGNS NOT STD",KOSH,KZAU/QMMXX/V/M/A/000/999/4359N08833W005,KZAU,QMMXX,V,M,A,0.0,999.0,4359N08833W005,KOSH,2607160900,2607161700,,"TWY A, A1, A2, A3, A4, A5, A6, D SIGNS NOT STD",taxiway,advisory
KOSH-07-020,"07/020 NOTAMN 
Q) KZAU/QICAS/IV/NBO/A/000/999/4359N08833W025 
A) KOSH 
B) 2607161130 
C) 2607302330 

E) ILS RWY 36 U/S",KOSH,KZAU/QICAS/IV/NBO/A/000/999/4359N08833W025,KZAU,QICAS,IV,NBO,A,0.0,999.0,4359N08833W025,KOSH,2607161130,2607302330,,ILS RWY 36 U/S,runway,critical
KOSH-07-022,"07/022 NOTAMN 
Q) KZAU/QLAAS/IV/NBO/A/000/999/4359N08833W005 
A) KOSH 
B) 2607161130 
C) 2607302330 
E) RWY 36 MEDIUM INTST ALS WITH RAI LGT U/S",KOSH,KZAU/QLAAS/IV/NBO/A/000/999/4359N08833W005,KZAU,QLAAS,IV,NBO,A,0.0,999.0,4359N08833W005,KOSH,2607161130,2607302330,,RWY 36 MEDIUM INTST ALS WITH RAI LGT U/S,runway,critical
